ids,spends
374b0891-ee0b-4995-f654-180619c15272,2815.495301663232
cdfcdb45-0d24-2631-98d5-53799ca4c80e,2783.8585723586075
72e61686-84e2-f7dd-c52b-33c5f5252153,2816.2967489402563
702873ad-6c4f-4334-d349-8bfcc4a69a73,2785.5358727178364
e14779ef-cb02-8316-1233-d6f9fa7f80ad,2833.7892765740025
27bb9958-59df-d1a8-ca72-6fa6c00c480f,2884.0005611383845
e5770be0-c885-af96-b25c-f7b24521ca7c,2818.90102605859
a61a714d-3938-0602-92cb-e712c064d1b3,2876.3418097367917
d7ad52c8-7654-b710-5706-4997d4fbad7a,2811.760869500601
e3b32516-a870-f064-bd7d-aa35eeba5b08,2953.1556981481117
4262cad8-41ad-1119-5926-61bc0c250002,2849.6619190640126
a03fc9c3-13e4-7f00-e2e8-ecdba89e6b9a,2841.599686775487
515ed050-8932-2922-498e-90182a722d57,2872.8808444865795
93ff6b16-24df-bc9a-7239-2adff243cd71,2817.6031864800593
81f88c49-c865-8d38-6a6d-3613a2433416,2807.2981228608087
c4307296-44bf-2ebf-6abb-f044e9836027,2790.900306965393
05e0123e-701f-d407-b92f-9734e0cdc50b,2811.671625537725
81f41648-a765-f886-e421-924db1e13eab,2759.7916454882707
a46834d3-1cb0-3f07-2c06-57de9c86c433,2741.194140019604
f56dea38-c5d7-cb54-b9a3-3b2be2f8281f,2813.0799279277558
82a1b416-cd85-33f8-a0de-caba13247102,2751.7636394023993
9a09c5dd-3cdd-e58b-376b-128733973832,2789.615864394099
f565859c-071e-933a-1b4d-0e90a5aa47a4,2797.977953324026
1f5fba08-1341-b4da-9e00-db87f8d5141a,2825.024164504227
5ab8c63b-e14b-0b9a-1785-d606e8b8ed90,2803.459281776765
c5bb3f2d-808e-9b4e-b9c0-6f6668291a13,2871.7256909305042
334a60de-734c-395f-7137-bbb6527873ca,2819.2119554123296
7e23387c-bd8b-69db-04dd-32ff8c541250,2712.190474524866
3072d8f2-1070-a375-fd66-6ab05695bb69,2833.908066495305
1249230f-f2cb-ff40-a96d-66e488e6958c,2846.8464333339152
c0381c8f-76cd-b9f7-65d9-12ee13eba374,2838.086539126648
60afaabd-49e1-4f41-4580-804b1a4fc85b,2798.748195279409
f93143ce-8d65-d22c-521a-47c6b55bd9f4,2861.8502673116386
efaf849e-44ec-1191-b317-5307b69028c1,2784.0112149684996
300768e9-0770-3cfd-1a2a-d0687b08e2bf,2779.869148246813
18575219-74a7-aa17-d5a2-46b426285359,2880.606282732251
557833fb-60e2-b036-4435-a57495aae415,2906.726447747964
ff218d42-81b6-12b8-3e07-e2e79e33879c,2876.0510285191463
4c814565-ada8-1d5e-65d8-81ca617a0e41,2833.938950637415
17a78b57-cd14-703f-2f73-67b641d72aa7,2860.6418339109755
6a50309a-2a0d-935d-d99e-9571c97ef795,2834.6117312117062
60df6688-0cd6-2b03-44d7-eaf13ce93928,2823.772411242764
fc36bc2e-a742-fac0-0610-df7c81f915f8,2817.274102043393
cc81a652-bbbb-acc8-568d-947a1ee46f11,2773.884353618007
a1978e3f-51c2-7be6-87ee-4b4377dc91f5,2776.274932691823
dfd61c5c-2a93-86b4-1241-18d8986cdff1,2790.3673146305473
b3c6fad3-95a8-12af-198e-978838b19b9b,2798.53699348771
f0ad59fb-9ed4-d7f5-652e-3acb4dcfe395,2808.1617309618587
c8a2b2e4-0edb-1e2c-cc82-158f278708d2,2807.5576594788736
d6d11924-432c-9e36-b761-db9048dec264,2813.922540105162
dc0d5fe5-f2f3-657d-27c3-07bbfcb02107,2842.4388473387044
ef862628-4602-5b21-691b-3b5bc629f49d,2875.4326208656025
dafc7e5f-2773-9ade-a898-f91b586827f1,2802.7478900548645
0d57792a-05b2-f26d-8fef-69a40aeccd11,2828.624280669234
b3cc6bec-58af-ecf3-ec73-35376c3b126e,2806.4963222911924
3078cc27-6d65-f571-5d3e-eb22bf7a5087,2808.01974218236
941bd717-d97c-f932-4be0-5bc52b1db5c1,2783.3462719948907
4f570ece-138a-b1d8-bf17-84c26553576d,2858.9699834892767
b0f2aa20-7c82-de7e-5881-a4666840e31d,2794.610029870934
001c71df-b4fe-147f-51db-19355ef66702,2729.913150762327
80cf6006-b158-4525-5fe2-7d16b2558505,2855.7227589989147
194a99a8-9a78-2656-843c-7ece6497a0e0,2799.7240060566787
fe64e17b-dc58-e697-f10d-6cd68b2a67c0,2820.5864277269325
5d5580b3-8648-9140-ddb2-2863510750c5,2775.577384363724
c33cff31-a11a-ad2a-dbcf-daf8fd108f51,2905.4955120190475
8824274d-96d6-eb53-0cb7-4c898fd06db3,2902.8713226138734
2fff7f16-76e8-23b1-2687-d676ad6c9401,2843.201893011
98469dfd-537b-3763-891a-628fe19436e0,2754.872618888495
6a33c211-5af8-2c34-ba82-4d79846cb045,2791.4318782250025
2aec89c2-6604-01f5-2abd-0fd2e99ef3c0,2764.7283921938283
63afc3a4-ad2b-de9c-f8e0-f137bea977b6,2830.4517731125916
ab3c20d8-23ae-0d3d-827f-baf3a7cceb6d,2895.428886143031
b720f08b-4e38-b595-895b-92d575939efc,2781.162764871461
f9f46140-6003-14dc-5a07-56bf8962009e,2824.522061760379
b8c02eaf-82e0-9e46-f71c-0818f245fb62,2771.7306557814322
93d2e632-fe36-6b5e-c64e-d44e49281ab6,2793.5723649344113
3894fa91-1c39-34e0-1984-166d424c742b,2668.8801505955053
afc93116-9cfe-c004-b130-60c629eaac43,2779.1751110958344
ea12b3ae-ba54-6397-16cf-722ef583e215,2887.9390191392845
04589895-ccc6-42e6-b769-3b1c05e89c83,2800.379327869734
cf69c1b6-59c5-a9bd-062d-81ad69d5993e,2827.24847298193
d9ac58c8-d77a-2318-9328-1d1fb0140b16,2773.0773613423357
52a2a48f-03e9-d94b-f183-d0f816df4a98,2840.35363154311
12168289-320c-4988-c5fa-3c56c196ceed,2836.788633669567
52d2b063-c856-500d-b4bf-b2dcbaa9406c,2761.643296926725
61527dc4-457a-8bee-bdaa-2551b2a8b1d9,2822.110426442536
6358ad50-72a1-cd8f-1b43-cb2c8fabcad6,2811.7128338805283
b55290fc-889f-2f96-454a-e62c0a558268,2845.966277529904
a4261da8-aebe-6da5-110a-3d0dca350298,2805.0480347466982
1b45a96c-044b-fc14-1e70-eb1a0ac17ca0,2902.163396867223
50db71a0-3d4f-25bb-c0e5-b3b20c693a17,2928.309399348722
c22e6a24-4904-a49d-b50b-bc07788a7683,2832.660806567019
08473119-0ef8-fb24-2781-b42654324a3b,2851.209483167745
da0aec24-ff17-7615-5371-4d55012f4c51,2849.1791216143156
c6e1b6cd-de04-deba-7458-c5d95339be49,2821.463952488148
1120b068-fe9f-3122-9878-222e5257b420,2856.247268359174
67184dc8-7987-d113-259e-f61177469a91,2778.4094354238737
f11acdb6-519f-a6f8-2fd1-35b20951f6d5,2866.6614561499323
01b932d1-474e-ffcf-258f-756a16168710,2833.1701049890885
a88f877e-922c-f621-b46b-548bed205374,2815.2801704489416
a7260152-b2a2-6d34-566f-80246f74350e,2787.312679346682
abb3dde2-df22-eaec-a8c8-00c9dd45677f,2794.2036357870534
7c2e09eb-396a-699e-eb1f-38a2812ae18f,2919.8316346357806
96615daa-cf04-cbe0-bb57-e7f7394e5c27,2785.1314425528217
381a524c-579e-fbb9-19e6-45cddd2f86c6,2844.5715790333015
51397ad2-6c62-8f85-8592-bf49570eb5de,2831.283497867567
d0e768cb-d173-ecfb-7640-786af9190f76,2819.2233185152572
f10309fc-6cef-a5f6-2dba-0b76cf24d677,2858.510498576248
77c6aff2-0b46-918a-a117-256e0e4f0553,2791.3647502284643
2f684c07-d1d4-2260-e636-486155c91140,2860.4732062608023
32a0dd9d-f8d1-1780-70df-6b82b5415c8c,2792.639360681566
6510af89-f874-8643-e0d2-632312da409a,2919.3243532996653
1192f2c4-53ee-ca22-093a-2c460ed4306a,2835.3217321224233
55ef5a64-9d5d-faac-f0ca-852d9b516a68,2789.140863973713
78c77cf9-8dea-0b5f-b522-1db7da38b326,2820.8333087833066
a47f7149-97f3-bb8e-2a74-3bd908f78641,2808.07294088669
615eb4a4-f780-0579-3d0f-063fe7431aa0,2776.577451716928
fff4f038-0fa9-a36e-43fc-1dcd9c702b6e,2833.4910016284116
d3e88b2a-19e1-5f76-da64-54e35a3e5a40,2857.818133761048
17c03154-962a-c9e2-6673-b8775ae45296,2787.340015143051
9055a946-232c-a038-f0ef-bcdb75b5d609,2812.0389422868307
12b20bfd-829d-3b51-d2e2-90759d7271e2,2858.3196252668968
a6924886-7d53-596f-bb83-32e9520814d1,2885.7201668550733
3af56580-938a-0819-9bd2-701af9a45981,2855.3340325723666
b30a2ffd-355e-ca4e-27de-ee206ee81078,2861.7822345715367
14fc0a36-a68a-8952-e8b4-c77d0dfa08a6,2819.5537271390667
bc1299d8-426c-7939-cbe9-a8143dcab2e3,2742.8077140267283
d3b40d2a-b546-2450-315b-21a16a62c882,2806.834021294175
ae2cdea1-c8fb-b614-520c-f87f8ec9a6f8,2796.434301971043
543a7faa-ae88-8f63-5c3f-c34433cba6bf,2903.6069903150615
69ddbdf9-df99-fb49-9dbb-3f00683b96de,2767.1608241672902
84ff4064-cae8-7154-11fe-f949aafe259f,2884.549612780805
0f2fa0ff-4c8d-b7a3-5936-9a712e8e9b5d,2798.4469126263484
461b68ac-0b1b-8fb0-b5f3-6ff7b1c9ab6e,2840.3449479079454
e15cd054-4dfa-ff0b-5386-2586fb60f1b4,2722.5634936846063
b9bb8a02-1d84-d657-4d43-c93b2335d397,2862.6334077281563
d5fbecea-6725-3b64-ce6e-8f14b9a13b6b,2847.156494292606
72d29cb8-4da8-a130-145e-f47f89059ee0,2894.0148134109736
2174b758-cda3-7531-bfda-c0537842900b,2843.5980206803883
b0081de8-e220-99e7-8dd0-d56137cff027,2845.2051866181837
82fb49f6-6047-4d8c-5dd5-948dec9bbad8,2798.5813728364815
2e52b810-a515-0fed-bd06-de2f00248c80,2884.9698134109444
2651e09f-fb04-3322-0574-c44ea82c355c,2874.162168783566
1274d031-dc2e-4818-5776-6f1b0c9092cb,2860.3119578234873
2db46c7f-aa6b-f3dd-96ca-176f74d07be8,2782.7303201495433
a1cdb339-115f-0425-1027-efe6fc51783b,2756.2912692413747
7d575633-da26-de1a-98a2-724342f49533,2654.3457434269385
242067bc-011b-5f64-0711-c44127ea3b07,2735.752909100048
86f0d363-fdbe-2233-7735-697ce061ea5d,2829.725854717611
963aec83-bcca-6aa2-4ff9-b9b280e2b6df,2861.3311750318926
5dc7bba3-8edb-1896-a793-905100bd2bf7,2823.7816623306458
2ff03f9a-9986-f41e-a0d0-f4d2ebe3c35a,2757.0510407384645
50084df9-f7da-0d47-9c01-a84d227d9d01,2850.413420272889
3903018e-fb22-4f60-9e09-c3be286bdbfb,2791.9142953981127
e7eff613-0b8a-294f-028b-d89d5934c3ab,2865.10074421265
4d67534b-97fb-d4c8-766c-76f651802f9f,2757.237161399086
cfbe53e3-214a-d9b2-d4d6-a020d22026e7,2842.3221900834283
9ab89cc2-d2ca-cc3f-c51a-dcdc08491e60,2853.5373657921778
3e0d9e29-417a-cadd-0f2b-10a3972bac6f,2857.785356881254
3a59e4cd-7994-1f8e-f995-12d443617f04,2863.1801869914384
e6d04788-3461-6dc2-de54-3a5d0dc32597,2882.6278558882213
523f54c4-9bde-8fbf-075e-43d9bc71d088,2819.8400423187795
7a6b3432-5274-f4fc-efdd-0225748496a4,2830.1169170623566
45483219-003c-21c1-5b00-dd2f5ae4fed5,2908.3292560624773
5a8c1379-cf71-d9a7-72d4-cc43df91b1ab,2833.392718756837
2a434716-51df-0034-6d21-dbd3811288c3,2792.136439030316
52aa3d51-8336-7daa-4f73-71524cb532e3,2903.4313375853408
339769f1-d1ba-5a01-55f3-891119974598,2838.9034615725736
7d938699-b44d-e22d-42df-de775b0602b1,2901.197775718242
48d65faa-2489-e044-f846-9e691f8d011e,2784.9927600154642
4b9cbc45-5757-8e28-6e94-603c4e8f81b4,2887.939393762539
5b526fcb-1218-1431-1c21-2c6d74c9eea0,2769.0828073568873
a43df6fb-3355-8987-1ec1-c78b56cd32b7,2808.70455626439
54599d56-63aa-9699-8570-74d5e1bebd34,2880.2767612236157
59c04fe7-3e25-8146-7271-5c906ad17431,2918.248868597094
3d1768a5-1cb8-131e-96ec-620268b36183,2794.860528853972
b8a7d601-ef3e-5441-8add-51ac07bcbb77,2888.971395291785
0f0adc87-2875-3213-32b5-672b6877c114,2853.7743822129855
ab4a8039-a1a7-0dd9-42d4-26f99c138d5f,2854.068598199903
0b370a96-0c9b-aa6d-fedf-9535639eee7e,2932.1961475238513
b4e06051-7998-31f2-9890-b6c4bdc8fba0,2789.5882902507237
d5b89a2e-db91-9923-8047-93b40629853a,2879.9471693456617
c19deff6-7f97-eb4f-5b19-96e282eac7f1,2891.3731644523464
22b8b01a-ab8f-00de-598d-fcbe684870cc,2858.3460466221286
2ab7ccb6-f94b-b910-44ca-ff58555ab1d6,2783.9674455261447
8cea68e1-3050-9ae8-eb93-b1f218f9a0cc,2847.1765912062483
e90994b9-97aa-a6c3-c7fc-48851d1e4e48,2904.270818201173
57474940-99f5-f8d0-0284-539ae8324258,2788.562009611757
b30daffc-4ade-0a5d-58f6-3dfea1a54842,2845.218084859641
3557c769-e478-f2ae-1281-8ef847daadc2,2861.1447626345725
25cd0051-6fe7-1056-860d-46cdcd8b18af,2858.0014320398536
0b2b5aba-bab5-867b-003c-abd5cc286f4b,2856.4482728478356
eaf31bf3-2b7f-2a46-b82b-e32f8ab24840,2784.2037496500043
5dc68288-6464-4d1e-2c48-2d7b40c69c97,2814.1653886470453
7489eb6e-3bfa-987c-e953-76921d3a6bc6,2795.157161918619
7afb57ce-cbc3-821f-b4b3-b90531778a5f,2786.7101287547516
01cc5c22-8d96-20eb-135c-8816e194cfec,2864.5117493046273
8ad1ca42-7c55-5f30-b413-2d4afc23efd5,2838.6777603163932
4ee3b041-42a0-02fe-a0ca-54c357656477,2856.2184633481456
41741fe2-163d-585c-4b92-f97e1074081e,2823.5894692187603
690ef02b-7f0c-faa7-cd17-159fc9126dd4,2807.213884335541
b61c57fa-8eca-19e4-9f3a-d4698ef3451a,2856.7357882363567
2e691760-322d-bbc7-eab9-1c29c53dd9ab,2804.896756934429
4bf8943d-a4b3-5eb1-7f8b-287057985672,2785.9516552743958
3b21b560-5763-a0b4-b674-68fda3024dd0,2865.1337014051287
67882a74-2675-ff11-44f2-2d680a8e015e,2830.0772104202665
d00208ea-399d-343f-325d-d76ce91d25a9,2846.6613272961936
3574f49b-11c3-044e-58f2-eba456d65184,2873.058688896568
640ad628-842b-acaf-b867-f96638b88475,2843.06083215042
0173fe05-73bd-ed11-e858-a33c7308f8db,2867.7973389972185
88c723ff-baaf-c4e7-4dba-6055285e0212,2839.567374690028
96f4f1b1-d8be-0c28-4b23-54d397a5b101,2819.753721104913
f4f2f909-dbf7-bf55-2ff2-367e9946b049,2799.7826544647432
32a4a07c-c17e-0f49-d70b-2c10f7edac7b,2915.96339628403
b031b9c2-bfc4-480f-9db3-c36ec4a62a60,2794.38725037006
e2f456f9-0510-01a3-3062-283230706515,2838.1523054887602
dbbc6b67-8ddb-1d02-7415-4f5919f72cc4,2873.5800351730327
384bc464-2e2b-1ae5-30e0-00a4d8141152,2863.259185337412
948d99b3-1688-70c3-c11b-dac45dba58c0,2753.220423916836
caf4f6ae-2fbe-92ed-9638-57f25c35486f,2851.9409198924673
3fff2c04-9ab3-21c0-17f1-17fdcec9c40a,2792.5812245010993
717f61b1-8d38-100b-df62-3bbfb465d172,2825.069846388189
c7546e58-9102-96ab-fe01-9b0d951992cc,2811.5508399695254
f13663d6-b6d0-771b-02d4-f58d6f83e9e7,2871.875969099422
10de9d74-a1a1-2452-53f1-22d26599ec20,2903.166268960085
33ecb6c7-67ca-b00f-3f1f-cb400b761ca7,2918.0503769712554
a4d24264-e44f-f2ac-b4f9-f27b299d1d92,2865.365048288081
4cf09be8-a62d-13fa-49dc-18fe03dc07c9,2744.0411134784454
687a485c-f7f1-7fcd-721f-d42fde8e7445,2869.752064857151
b9b8aed3-6bdb-49d8-3b93-3a0aec75fa5b,2780.951096176039
10f905e0-6108-2351-bd7f-8c88eed36e20,2889.701652735696
21bbe2ff-d365-76eb-3a44-1748fe5d0a3b,2827.4073583731492
7e824d0a-3e01-0097-9139-acf12215b8ba,2732.3159552901507
f0b95715-6b23-3949-fb86-25a283fa35ea,2831.0723030796175
a3c9cafe-c39e-5b74-aecb-63ff0452d076,2825.485226825871
eabeee23-9bb9-f671-eb88-098f5e7a5845,2906.9800580626966
e12859f6-e72c-4045-4a93-d313b396d123,2840.2004622903787
0a1db1c4-8d0c-e957-9209-4b03b36ec6db,2880.7775573872373
04e30f4b-40ee-66e7-7b34-84e89899f84a,2855.933051300093
8adc52c9-e9d7-1bf8-d3a2-e2eba82c2f86,2798.211916560064
8c42492f-b583-7cf5-d086-7ed33959daa5,2822.295620608491
14e77274-6413-bccf-aec2-ad1082a44cde,2882.1518884653015
bb299606-c27d-a773-1c7b-da3dbf4c867a,2799.134837345709
4b87d255-bf63-5d81-8f74-69a1543c4cff,2826.5597933840872
5af37535-371c-3c12-cdda-de7fd838ad7f,2746.7089777949377
77238cfc-e393-ce9c-13de-f5af58007744,2829.920021777524
120630e1-0c62-0292-4879-962c76e3d3ef,2880.088928443697
b0ad1bcc-1379-73ae-4f58-2fd907796692,2835.74938672886
d2fa6731-7619-7fc9-06d8-cfc037667ace,2784.4015115985508
138acf19-265d-248e-0917-ab61919f82f5,2811.206971426386
e5dd7c42-e87e-5d18-c2b4-4d802a9524f5,2823.979832963387
f9140aa3-d7c4-3743-affa-1d0964677998,2819.733449240027
8aa33c6a-7da9-c4a4-d955-0851ea2ba525,2714.979609333466
abc57bb8-2bdf-68a2-6b56-4e443cfb2c40,2860.7104451752757
fde252ad-7f51-9a9b-d723-298f7ec50c2f,2790.186172408306
9793e855-dacf-9248-e1df-cbfc983339de,2881.728576269458
2ff24185-6684-0126-0b50-77b95855d841,2938.3502674532297
ae50a59f-e323-1f4d-19fb-69f1b449ffad,2851.0113313340835
1428f7ec-ed6d-f8d6-4e5c-49e2c25c3710,2911.773166863977
ea09b14a-c7b8-21ce-1cd9-94c27f1fcd4a,2892.172193294863
692c122f-3513-89b8-895b-84f0ebd318ba,2804.8129657531576
f74ca6b8-ad13-2a64-abbd-16bdb5df0cda,2692.8620298982146
09ac9f91-7738-59ec-2f75-249ea0a2c77d,2896.583590069731
9462259f-dd0f-f4d5-d91e-93064de82db5,2820.2578278878996
da583937-a7da-03cf-bb19-e08ac0370a13,2910.6681475431014
f4ec07f6-d211-1b9c-aede-0336a4b0db23,2898.768444079805
f76a265d-3e5a-60ec-1d6a-47c0b88b4429,2838.195392015169
cc0fd38d-d72c-8ee7-37f7-a3a04af5dd0f,2820.809219037326
89467650-d8dc-e8b0-0d87-f7b8a68ae58c,2864.941532370252
f15b650d-188d-96f0-693b-da1dd9acc871,2831.593398164793
1729fcce-c033-58e7-979a-9cb2613d0c39,2780.8245495326582
3f46a93f-0663-a2e5-48a4-a1d904743006,2791.7946253180608
c847d144-4c61-52ce-fbf1-d7a6bd203a92,2859.313193853869
072df5f7-9bbd-9139-d382-82458d0dd595,2876.233023053387
050213c0-e4a7-8efd-10a3-987cdfe475f1,2832.28118796222
399c715d-92bc-1eb5-5c28-7d03d2eb7e7e,2867.8922512175945
64746b65-8e6f-de5d-9a87-da8df7195295,2817.7497071228136
94a96cd2-049e-5e21-7a61-c9097a9bc210,2847.0665556975673
c15aa59b-7c3a-8ff6-8a04-358a45d61b12,2926.125516930326
503b88bf-c675-a374-e32e-72f119460ef7,2910.2241538402136
85c3cae0-a7f8-fcd6-23da-0f898e77eca1,2879.1452805467907
bf0e6f46-cf71-f8c1-574c-efd4bb984331,2761.762614221775
8b344a1e-b56a-5c29-dbef-7aaba5f4ee3b,2872.342777397203
97cf01a2-2e60-6a50-0e09-422929f076a0,2833.2538552345945
8897528d-437c-b08b-b5af-dade22c7f49f,2859.4635243810408
da0485f1-9224-1b4b-289d-fdac06ee1f39,2733.3094100347703
a4bda197-476c-9c52-bdbe-7e943d28e745,2829.819289822189
a894915c-76b2-adab-8114-2762d3c0c49a,2822.0137969246352
647b99a1-23ba-87c3-f8e4-965dd177a19f,2850.001857055712
84896c95-24a5-5f2f-e4dd-0fe39cb70183,2806.415999965871
470e5af5-0dec-52d9-8213-2d25929ddf29,2891.474770335044
a9197f95-e443-8b27-fdb4-ca7dc5f80432,2777.904766587713
a63e4858-2b19-ff90-fe0f-10552cb28e65,2851.2867950992045
f030d438-9327-b97e-5059-1bbaaa4f32df,2850.827668073329
5f9b5a66-512f-17e5-c5be-ecf227aaf000,2882.2808845715645
33923f70-85e2-516b-0138-3f7cc3e76e05,2892.63516004256
58b5bd47-c8b7-7845-62a4-68d577aff6b1,2841.6577529923225
549fc460-fea6-6c9e-5bd2-9dbdb2a4fc2c,2802.26816968695
3d3dfacb-46dc-6dbd-dcd2-482d73b7344f,2888.6201520884733
5ed39506-3783-2922-6ced-242ab64bca40,2888.3618320620003
76a5b7c9-2cdf-da18-a9af-c1de4d548e66,2923.3625972737505
07cc3593-c4a1-303a-5578-b28ae6c025cf,2863.897261448153
3eaa45f4-ca3a-c2c2-ca45-92d0f1948115,2828.3007416946725
6d21ee4c-f133-3711-e622-0d63361dcc26,2850.058237127353
8c759f8a-0eda-854a-3541-5ca2f507d663,2901.6782791915402
16750f8c-0fbe-b44b-a615-2001b97b7462,2862.561848447232
995b68b0-d60f-a1dc-e91f-60761480c4c9,2772.467585363402
427e2462-6813-bfeb-7f44-e4e1550cfecc,2811.7630537742293
ae0d8e29-dee2-823f-e934-b3ab94aef21a,2861.9479850459275
d03e3488-534d-82df-4c71-07e8cf262c82,2841.535011736422
6e4381ab-63ef-f038-381c-ade4458d1260,2801.0871166920588
291d9a1c-398c-8574-7dab-c5dc9c94a947,2871.3775397600334
1eec4294-a2aa-2d97-b8ea-ea788a238eb4,2831.7906935159153
2d302193-b3f3-f34b-8715-d40dfb6a9da3,2850.3890959739524
e7b33aec-c8f5-b642-d851-c1755332beb6,2835.039204491058
1a292748-bb27-4457-31b7-e93cb6e5402e,2813.5734288607223
10eff2d6-43cf-f302-c7ff-1701b198ba1f,2756.5579893372865
3df1d7c8-8f67-7d4b-1bbc-3a0d25e85fe2,2869.1482923104163
7193a3f0-74e6-edd6-bf1e-5240ce06eece,2806.9693910879714
c0e541bd-2db2-7345-430f-02703a9383dc,2871.935659765545
739ed781-1816-b77e-a9c1-2b27543084a7,2799.727153801959
79f6cd08-285a-5468-981e-d5212c2023a8,2772.624186396044
586962c6-5f36-5a77-0e2c-f9604c69f5b7,2783.5190028288116
8882f0a9-62a3-5141-a2ef-1e988105cd2c,2828.8662548152593
bc7c18b7-02fc-42a2-edc3-40443199cff7,2803.027285031567
d9a97664-114d-7199-46d2-9f320311ebf0,2882.421256917757
a44b79f5-3b11-3e0e-648d-4d93c2dd7a35,2806.871362734618
3a380ddf-6269-0a82-47da-51bc83734cdf,2899.965880180724
f1b4165d-4353-9dbf-94b5-4b4404a58a2e,2766.5416036534525
32ebe3bb-c8e4-271b-c92f-13763c54dd77,2787.3020044742343
e57aa992-ba6e-78e4-f759-d582d533013e,2789.956759400335
3892fcc0-f145-caa2-9a42-28bd1043ff61,2767.562400198114
ddcf7755-f461-da99-554a-9b4caeeb4fae,2888.5718571132334
3455b6ad-6363-c481-2b7e-ef4c83ddff65,2810.4951807722978
b06c68ca-baab-7cac-ab08-1afead1b4d65,2819.042344506
f360313f-30ad-4e87-6ba2-c740b5be7dd3,2823.581143857906
